ID,¿Cúal es tu horario de trabajo normalmnete ?,¿Eres madrugador o nocturno?,¿Prefieres un sitio ruidoso o silencioso?,¿Cúal es tu nivel educativo?,¿Te gusta leer?,¿Te gusta ir al cine?,¿Practicas algun deporte o actividad recreativa?,¿Prefieres vivir con mascotas o sin mascotas?,¿Te gusta cocinar ?,¿Sigues alguna dieta?,¿Te gusta fumar?,¿Te visitan frecuentemente?,¿eres una persona ordenada o relajada ?,¿Qué generos de musica te gustan?,¿Acostumbras escuchar musica en volumen alto?,¿Tu plan perfecto seria tarde de pelis o salir a algun lugar a divertirte?,¿Tocas algun instrumento musical?
2148,noche,madrugador,silencioso,universidad,no,no,si,con mascotas,si,no,si,no,relajado,salsa,si,salir,si
2149,mañana,madrugador,silencioso,preparatoria,si,si,si,con mascotas,si,no,no,no,relajado,pop,no,pelis,si
2150,mañana,nocturno,silencioso,preparatoria,si,no,no,sin mascotas,no,si,no,si,relajado,electronica,no,salir,no
2151,mañana,madrugador,ruidoso,preparatoria,no,si,si,sin mascotas,si,no,no,si,ordenada,cumbia,no,salir,no
2152,noche,madrugador,silencioso,preparatoria,si,no,si,con mascotas,si,si,si,si,ordenada,pop,si,pelis,si
2153,noche,nocturno,silencioso,universidad,no,si,si,sin mascotas,no,si,si,no,ordenada,rock,no,salir,no
2154,noche,nocturno,silencioso,universidad,si,si,si,con mascotas,no,no,no,si,ordenada,rock,si,salir,no
2155,mañana,madrugador,silencioso,preparatoria,no,no,no,con mascotas,no,no,no,no,relajado,pop,si,salir,si
2156,mañana,nocturno,silencioso,secundaria,si,no,si,sin mascotas,no,si,no,si,ordenada,electronica,no,salir,si
2157,noche,madrugador,silencioso,universidad,si,no,si,con mascotas,si,no,no,si,relajado,pop,no,salir,no
2158,tarde,madrugador,ruidoso,secundaria,no,no,si,con mascotas,no,si,si,no,ordenada,cumbia,no,pelis,no
2159,noche,nocturno,silencioso,universidad,no,si,si,sin mascotas,si,si,no,no,ordenada,cumbia,no,pelis,si
2160,mañana,madrugador,silencioso,preparatoria,si,no,no,sin mascotas,si,si,no,no,ordenada,pop,no,salir,si
2161,tarde,madrugador,silencioso,secundaria,si,no,no,sin mascotas,no,si,no,si,ordenada,cumbia,si,pelis,si
2162,noche,nocturno,ruidoso,universidad,no,no,no,sin mascotas,no,no,si,no,relajado,pop,si,pelis,no
2163,mañana,madrugador,ruidoso,preparatoria,no,no,no,con mascotas,si,si,si,no,ordenada,electronica,no,salir,si
2164,noche,madrugador,ruidoso,preparatoria,no,si,no,sin mascotas,si,no,no,no,ordenada,electronica,si,salir,no
2165,mañana,nocturno,ruidoso,universidad,no,si,si,sin mascotas,no,si,si,no,ordenada,pop,no,salir,si
2166,tarde,nocturno,ruidoso,secundaria,no,no,si,con mascotas,no,no,no,si,ordenada,cumbia,no,pelis,si
2167,tarde,nocturno,ruidoso,secundaria,no,si,si,con mascotas,no,si,si,no,ordenada,pop,no,pelis,no
2168,tarde,nocturno,ruidoso,preparatoria,si,no,si,con mascotas,si,si,si,no,relajado,electronica,si,pelis,si
2169,noche,madrugador,silencioso,preparatoria,no,no,si,sin mascotas,si,si,no,si,ordenada,salsa,si,salir,si
2170,mañana,nocturno,ruidoso,preparatoria,si,no,no,sin mascotas,no,no,no,si,relajado,rock,si,pelis,no
2171,mañana,madrugador,silencioso,universidad,no,no,si,sin mascotas,si,no,no,no,relajado,salsa,si,pelis,si
2172,tarde,nocturno,ruidoso,universidad,si,no,no,sin mascotas,si,si,si,no,relajado,electronica,no,salir,no
2173,mañana,madrugador,ruidoso,secundaria,no,no,no,sin mascotas,no,si,no,si,ordenada,electronica,si,pelis,si
2174,mañana,nocturno,ruidoso,secundaria,si,no,si,con mascotas,si,no,no,si,ordenada,salsa,si,salir,si
2175,tarde,madrugador,silencioso,preparatoria,no,si,no,con mascotas,si,no,no,no,relajado,pop,no,salir,no
2176,noche,nocturno,silencioso,universidad,si,no,no,sin mascotas,no,si,si,no,ordenada,cumbia,si,salir,si
2177,mañana,nocturno,silencioso,preparatoria,no,no,si,con mascotas,si,no,si,no,ordenada,pop,si,salir,no
2178,noche,madrugador,silencioso,universidad,si,no,si,sin mascotas,si,no,no,si,ordenada,pop,si,pelis,no
2179,mañana,madrugador,silencioso,preparatoria,no,no,si,sin mascotas,si,no,si,si,ordenada,pop,no,pelis,no
2180,mañana,madrugador,silencioso,preparatoria,si,si,si,sin mascotas,no,si,si,si,ordenada,pop,si,pelis,no
2181,mañana,nocturno,silencioso,universidad,si,si,no,sin mascotas,no,si,no,no,relajado,cumbia,no,pelis,no
2182,tarde,madrugador,ruidoso,preparatoria,si,no,no,sin mascotas,si,si,si,si,relajado,cumbia,no,pelis,no
2183,noche,madrugador,silencioso,preparatoria,no,no,no,sin mascotas,si,no,no,si,ordenada,electronica,no,pelis,si
2184,mañana,nocturno,silencioso,universidad,si,no,no,sin mascotas,no,si,si,si,ordenada,rock,no,pelis,no
2185,mañana,madrugador,silencioso,universidad,no,si,si,sin mascotas,si,no,no,no,ordenada,rock,si,pelis,si
2186,mañana,nocturno,silencioso,preparatoria,no,si,si,sin mascotas,no,no,si,no,relajado,pop,no,pelis,no
2187,tarde,madrugador,silencioso,preparatoria,no,si,no,con mascotas,si,si,no,no,ordenada,cumbia,si,salir,no
2188,noche,madrugador,ruidoso,secundaria,si,si,no,con mascotas,si,si,si,no,ordenada,rock,si,salir,no
2189,mañana,nocturno,silencioso,secundaria,si,no,no,con mascotas,no,si,si,si,relajado,salsa,no,pelis,si
2190,noche,nocturno,silencioso,secundaria,no,no,si,con mascotas,si,no,si,no,ordenada,electronica,no,pelis,no
2191,noche,madrugador,silencioso,universidad,no,si,no,con mascotas,si,no,si,si,relajado,salsa,no,salir,no
2192,noche,nocturno,ruidoso,secundaria,no,si,si,sin mascotas,no,si,no,no,relajado,electronica,si,pelis,si
2193,mañana,nocturno,silencioso,secundaria,no,si,si,sin mascotas,si,si,no,no,ordenada,electronica,no,pelis,si
2194,tarde,madrugador,ruidoso,secundaria,si,no,no,sin mascotas,si,si,si,no,relajado,cumbia,no,pelis,si
2195,mañana,nocturno,ruidoso,universidad,no,si,no,con mascotas,no,si,si,no,relajado,electronica,no,salir,no
2196,tarde,nocturno,silencioso,secundaria,no,no,no,con mascotas,si,si,no,si,ordenada,pop,no,pelis,no
2197,tarde,nocturno,ruidoso,universidad,si,no,no,con mascotas,si,si,si,si,relajado,cumbia,si,pelis,si
2198,mañana,nocturno,ruidoso,preparatoria,no,no,no,con mascotas,no,si,no,no,relajado,rock,si,salir,no
2199,mañana,madrugador,ruidoso,universidad,si,no,si,sin mascotas,no,no,no,no,relajado,pop,no,pelis,no
2200,tarde,madrugador,ruidoso,universidad,si,no,no,sin mascotas,si,no,no,no,ordenada,salsa,no,salir,si
2201,mañana,nocturno,silencioso,universidad,no,no,si,con mascotas,si,no,si,si,relajado,pop,no,pelis,no
2202,noche,nocturno,silencioso,preparatoria,no,no,no,con mascotas,si,no,no,no,ordenada,pop,si,pelis,si
2203,tarde,nocturno,ruidoso,universidad,si,si,si,sin mascotas,no,no,no,si,ordenada,electronica,no,pelis,si
2204,mañana,madrugador,silencioso,preparatoria,si,no,no,sin mascotas,no,si,si,si,ordenada,salsa,no,pelis,no
2205,noche,madrugador,ruidoso,secundaria,si,no,si,sin mascotas,no,no,no,si,ordenada,salsa,no,pelis,si
2206,tarde,nocturno,ruidoso,secundaria,si,no,no,con mascotas,si,no,no,si,ordenada,salsa,no,pelis,si
2207,mañana,nocturno,silencioso,preparatoria,si,si,no,sin mascotas,no,si,si,no,ordenada,salsa,si,pelis,si
2208,noche,madrugador,ruidoso,universidad,no,si,no,sin mascotas,no,no,no,no,ordenada,cumbia,si,pelis,no
2209,tarde,madrugador,ruidoso,preparatoria,si,si,si,sin mascotas,no,si,no,si,ordenada,electronica,si,salir,si
2210,tarde,nocturno,ruidoso,universidad,no,no,no,con mascotas,no,si,si,si,relajado,salsa,si,pelis,si
2211,noche,madrugador,silencioso,universidad,si,no,no,con mascotas,no,no,no,si,relajado,cumbia,no,pelis,si
2212,tarde,madrugador,ruidoso,secundaria,si,si,no,con mascotas,no,no,si,si,relajado,cumbia,no,salir,si
2213,tarde,madrugador,silencioso,secundaria,no,si,no,sin mascotas,no,si,si,si,relajado,electronica,si,pelis,si
2214,tarde,madrugador,ruidoso,secundaria,no,no,si,sin mascotas,no,no,no,si,ordenada,salsa,si,pelis,si
2215,tarde,madrugador,ruidoso,secundaria,si,no,si,con mascotas,no,no,si,si,ordenada,pop,no,pelis,si
2216,noche,madrugador,silencioso,secundaria,si,si,no,con mascotas,no,no,no,si,relajado,electronica,no,pelis,si
2217,tarde,nocturno,ruidoso,universidad,no,si,no,con mascotas,si,si,si,no,relajado,pop,no,pelis,no
2218,mañana,nocturno,ruidoso,universidad,si,si,si,sin mascotas,no,si,no,no,relajado,salsa,si,pelis,si
2219,tarde,madrugador,ruidoso,preparatoria,no,si,si,con mascotas,si,si,no,no,ordenada,pop,no,salir,no
2220,mañana,madrugador,ruidoso,preparatoria,no,no,si,sin mascotas,si,no,no,si,ordenada,pop,si,pelis,si
2221,noche,madrugador,ruidoso,universidad,no,no,si,sin mascotas,si,si,no,no,relajado,pop,no,pelis,no
2222,mañana,nocturno,silencioso,universidad,si,si,si,sin mascotas,no,no,no,no,relajado,electronica,si,salir,si
2223,noche,madrugador,silencioso,preparatoria,no,si,no,sin mascotas,si,no,si,si,relajado,salsa,no,salir,no
2224,mañana,nocturno,ruidoso,secundaria,no,si,no,sin mascotas,no,si,no,si,ordenada,cumbia,si,salir,no
2225,noche,madrugador,silencioso,secundaria,si,no,si,con mascotas,no,no,si,si,ordenada,rock,si,salir,si
2226,noche,nocturno,ruidoso,universidad,no,si,si,sin mascotas,si,no,si,no,relajado,pop,no,salir,no
2227,mañana,madrugador,silencioso,preparatoria,no,si,si,sin mascotas,no,si,si,si,ordenada,salsa,no,salir,si
2228,tarde,nocturno,ruidoso,universidad,si,si,si,sin mascotas,no,si,si,no,ordenada,electronica,no,pelis,si
2229,noche,nocturno,ruidoso,universidad,no,no,no,sin mascotas,no,no,no,si,relajado,pop,no,pelis,si
2230,tarde,madrugador,silencioso,universidad,si,si,si,sin mascotas,si,no,si,si,ordenada,rock,si,salir,si
2231,tarde,nocturno,ruidoso,secundaria,no,no,no,con mascotas,no,si,si,no,relajado,electronica,no,salir,si
2232,tarde,nocturno,silencioso,universidad,si,si,no,con mascotas,no,no,si,no,ordenada,rock,si,salir,no
2233,noche,nocturno,ruidoso,preparatoria,si,no,si,con mascotas,si,no,no,si,ordenada,salsa,si,pelis,si
2234,noche,nocturno,silencioso,preparatoria,si,no,no,sin mascotas,si,si,no,no,ordenada,rock,no,pelis,si
2235,tarde,nocturno,silencioso,preparatoria,si,no,si,sin mascotas,no,si,si,no,relajado,salsa,no,salir,no
2236,noche,nocturno,ruidoso,preparatoria,no,no,si,con mascotas,no,no,si,si,relajado,salsa,no,pelis,no
2237,mañana,nocturno,ruidoso,preparatoria,si,si,si,sin mascotas,si,si,si,no,relajado,pop,no,salir,si
2238,tarde,madrugador,silencioso,universidad,no,si,no,con mascotas,si,no,no,no,relajado,pop,no,salir,si
2239,noche,nocturno,silencioso,preparatoria,no,si,si,con mascotas,no,no,no,si,ordenada,cumbia,no,salir,si
2240,mañana,nocturno,ruidoso,preparatoria,no,no,si,con mascotas,no,no,si,si,ordenada,salsa,no,salir,si
2241,tarde,nocturno,silencioso,secundaria,no,si,si,con mascotas,si,si,no,si,ordenada,pop,no,pelis,no
2242,noche,madrugador,ruidoso,secundaria,si,no,no,con mascotas,si,no,si,no,ordenada,rock,no,pelis,no
2243,noche,nocturno,silencioso,secundaria,no,no,si,sin mascotas,si,no,si,no,ordenada,electronica,si,pelis,no
2244,tarde,nocturno,ruidoso,preparatoria,no,si,si,con mascotas,si,no,no,si,ordenada,salsa,si,pelis,si
2245,mañana,nocturno,ruidoso,secundaria,si,no,si,con mascotas,no,si,si,no,relajado,rock,si,salir,si
2246,mañana,madrugador,ruidoso,universidad,no,si,no,sin mascotas,si,no,no,no,ordenada,pop,no,pelis,si
2247,tarde,madrugador,ruidoso,secundaria,si,no,si,con mascotas,si,si,no,si,ordenada,pop,si,pelis,si
2248,tarde,nocturno,ruidoso,secundaria,no,si,no,con mascotas,si,no,si,no,relajado,cumbia,si,salir,si
2249,mañana,nocturno,ruidoso,secundaria,si,no,si,con mascotas,no,no,si,si,relajado,salsa,si,salir,si
2250,noche,nocturno,ruidoso,secundaria,no,si,no,sin mascotas,si,si,no,no,relajado,electronica,no,salir,si
2251,tarde,madrugador,ruidoso,universidad,si,si,si,con mascotas,no,no,no,no,relajado,rock,si,salir,si
2252,mañana,nocturno,silencioso,secundaria,no,si,no,sin mascotas,no,si,si,no,relajado,rock,si,pelis,si
2253,mañana,nocturno,ruidoso,secundaria,si,si,si,sin mascotas,no,si,no,no,relajado,pop,si,salir,no
2254,tarde,nocturno,silencioso,secundaria,no,si,no,sin mascotas,no,si,no,no,ordenada,rock,si,salir,si
2255,noche,nocturno,silencioso,secundaria,no,no,no,con mascotas,no,si,no,no,relajado,pop,si,pelis,si
2256,noche,nocturno,silencioso,secundaria,no,no,no,con mascotas,no,si,no,no,relajado,cumbia,no,pelis,no
2257,tarde,madrugador,ruidoso,preparatoria,si,si,si,con mascotas,si,si,no,si,relajado,pop,si,pelis,no
2258,noche,nocturno,ruidoso,preparatoria,si,si,si,sin mascotas,no,no,no,si,relajado,pop,no,pelis,no
2259,mañana,nocturno,ruidoso,preparatoria,no,si,no,sin mascotas,no,no,si,no,relajado,electronica,si,pelis,si
2260,noche,madrugador,silencioso,universidad,si,no,no,con mascotas,si,no,no,no,relajado,salsa,no,salir,si
2261,tarde,nocturno,ruidoso,secundaria,si,si,si,con mascotas,si,no,si,no,relajado,pop,si,salir,si
2262,mañana,nocturno,silencioso,universidad,no,si,no,sin mascotas,no,no,no,si,relajado,cumbia,si,pelis,si
2263,mañana,nocturno,ruidoso,universidad,no,si,no,sin mascotas,no,no,si,no,relajado,cumbia,no,pelis,si
2264,noche,nocturno,silencioso,preparatoria,no,si,si,sin mascotas,si,no,si,si,ordenada,cumbia,si,pelis,si
2265,tarde,madrugador,silencioso,secundaria,no,no,no,sin mascotas,si,no,no,no,ordenada,rock,no,salir,no
2266,mañana,nocturno,silencioso,preparatoria,si,no,si,con mascotas,no,no,no,no,relajado,salsa,si,salir,no
2267,noche,nocturno,ruidoso,secundaria,si,si,si,con mascotas,no,no,no,no,ordenada,rock,no,pelis,si
2268,mañana,madrugador,silencioso,secundaria,si,no,si,sin mascotas,no,si,no,si,relajado,electronica,si,pelis,si
2269,mañana,nocturno,silencioso,preparatoria,si,si,si,con mascotas,no,si,no,si,ordenada,rock,si,salir,si
2270,tarde,nocturno,silencioso,universidad,no,si,si,sin mascotas,si,si,no,si,relajado,pop,si,salir,no
2271,mañana,madrugador,ruidoso,universidad,no,si,no,con mascotas,si,si,no,no,relajado,pop,si,pelis,si
2272,tarde,madrugador,ruidoso,universidad,no,si,no,con mascotas,no,no,si,si,relajado,salsa,no,pelis,no
2273,mañana,nocturno,ruidoso,secundaria,si,no,si,con mascotas,no,no,si,no,relajado,electronica,no,salir,si
2274,mañana,nocturno,ruidoso,universidad,no,no,si,con mascotas,si,no,no,no,relajado,cumbia,si,salir,si
2275,tarde,nocturno,silencioso,preparatoria,si,no,no,con mascotas,no,no,no,no,relajado,salsa,no,pelis,no
2276,tarde,madrugador,silencioso,secundaria,no,no,no,con mascotas,si,si,no,si,ordenada,rock,no,pelis,si
2277,mañana,nocturno,silencioso,preparatoria,no,no,si,sin mascotas,si,no,no,si,relajado,electronica,si,salir,si
2278,tarde,madrugador,silencioso,universidad,no,si,si,con mascotas,no,no,no,si,ordenada,rock,si,pelis,si
2279,mañana,madrugador,ruidoso,universidad,si,no,si,sin mascotas,si,si,si,si,ordenada,salsa,si,salir,si
2280,tarde,madrugador,silencioso,secundaria,no,si,si,con mascotas,si,no,no,no,ordenada,cumbia,no,salir,no
2281,tarde,nocturno,silencioso,secundaria,si,si,si,con mascotas,no,si,si,si,ordenada,rock,no,pelis,si
2282,mañana,nocturno,ruidoso,secundaria,si,no,si,sin mascotas,si,si,si,si,ordenada,salsa,no,salir,no
2283,noche,madrugador,ruidoso,preparatoria,no,si,si,con mascotas,si,si,si,no,ordenada,electronica,si,salir,no
2284,tarde,nocturno,silencioso,secundaria,si,no,si,con mascotas,no,si,no,no,relajado,salsa,si,salir,si
2285,tarde,nocturno,ruidoso,universidad,si,no,si,sin mascotas,no,si,no,si,ordenada,rock,si,salir,no
2286,noche,madrugador,silencioso,preparatoria,si,no,si,con mascotas,si,si,si,no,relajado,salsa,si,salir,si
2287,noche,nocturno,silencioso,secundaria,si,si,si,con mascotas,no,si,no,no,relajado,electronica,no,pelis,no
2288,noche,nocturno,silencioso,preparatoria,no,no,no,sin mascotas,no,si,si,no,relajado,pop,no,salir,no
2289,mañana,nocturno,silencioso,preparatoria,no,si,no,con mascotas,si,si,no,si,ordenada,electronica,no,salir,si
2290,noche,nocturno,ruidoso,secundaria,no,si,si,sin mascotas,no,si,no,no,relajado,cumbia,si,pelis,no
2291,tarde,nocturno,silencioso,preparatoria,si,si,no,sin mascotas,no,si,si,no,relajado,rock,si,salir,no
2292,noche,madrugador,ruidoso,preparatoria,si,si,si,sin mascotas,no,si,si,no,ordenada,electronica,si,pelis,si
2293,noche,nocturno,silencioso,secundaria,no,no,no,con mascotas,no,no,no,no,relajado,electronica,no,pelis,no
2294,mañana,madrugador,silencioso,preparatoria,no,no,si,con mascotas,no,no,no,no,relajado,salsa,no,pelis,si
2295,noche,madrugador,ruidoso,preparatoria,si,no,si,con mascotas,no,si,si,si,relajado,rock,si,salir,no
2296,mañana,madrugador,ruidoso,secundaria,si,si,no,con mascotas,no,si,no,si,ordenada,rock,no,pelis,si
2297,noche,nocturno,ruidoso,preparatoria,si,si,si,con mascotas,no,no,no,no,ordenada,pop,si,salir,si
2298,noche,nocturno,silencioso,preparatoria,si,si,no,sin mascotas,no,si,no,si,relajado,rock,si,pelis,si
2299,tarde,madrugador,silencioso,secundaria,si,si,si,con mascotas,no,si,no,si,ordenada,rock,no,salir,si
2300,noche,nocturno,ruidoso,preparatoria,no,no,no,sin mascotas,no,si,no,si,ordenada,electronica,no,salir,no
2301,noche,madrugador,silencioso,universidad,no,si,no,con mascotas,no,no,si,no,relajado,salsa,no,salir,no
2302,noche,nocturno,silencioso,universidad,no,no,no,con mascotas,no,no,si,no,relajado,cumbia,no,salir,si
2303,noche,madrugador,ruidoso,preparatoria,si,si,si,con mascotas,no,si,no,si,ordenada,rock,no,salir,no
2304,mañana,nocturno,silencioso,preparatoria,no,si,no,sin mascotas,si,si,no,si,ordenada,salsa,si,pelis,no
2305,noche,nocturno,ruidoso,secundaria,no,si,no,sin mascotas,no,si,si,no,relajado,electronica,si,salir,no
2306,tarde,madrugador,silencioso,secundaria,si,si,no,sin mascotas,si,no,no,si,ordenada,pop,si,salir,no
2307,tarde,nocturno,silencioso,preparatoria,si,si,si,sin mascotas,no,si,si,no,ordenada,rock,no,salir,no
2308,mañana,madrugador,silencioso,preparatoria,no,no,si,con mascotas,no,no,no,si,relajado,electronica,no,pelis,no
2309,tarde,madrugador,ruidoso,secundaria,no,si,no,con mascotas,si,no,no,no,relajado,pop,si,pelis,no
2310,tarde,madrugador,ruidoso,universidad,no,no,no,con mascotas,no,si,no,si,relajado,electronica,si,salir,si
2311,noche,nocturno,silencioso,secundaria,no,si,si,sin mascotas,no,si,si,no,ordenada,electronica,no,pelis,si
2312,mañana,nocturno,ruidoso,universidad,no,no,si,sin mascotas,si,no,no,no,ordenada,pop,no,pelis,si
2313,mañana,madrugador,ruidoso,secundaria,si,si,no,con mascotas,no,si,no,no,relajado,electronica,no,pelis,no
2314,tarde,madrugador,ruidoso,preparatoria,si,si,si,sin mascotas,no,no,no,si,relajado,salsa,no,pelis,si
2315,noche,madrugador,ruidoso,universidad,no,no,no,con mascotas,si,si,no,no,relajado,pop,no,salir,si
2316,noche,madrugador,ruidoso,secundaria,no,si,no,con mascotas,si,si,no,si,relajado,rock,si,pelis,si
2317,tarde,madrugador,ruidoso,preparatoria,no,si,no,con mascotas,si,no,si,no,ordenada,cumbia,no,salir,si
2318,tarde,nocturno,silencioso,secundaria,no,si,no,sin mascotas,si,no,no,si,relajado,rock,si,pelis,no
2319,noche,madrugador,ruidoso,preparatoria,no,no,no,sin mascotas,si,si,si,no,relajado,pop,no,pelis,no
2320,noche,nocturno,silencioso,secundaria,no,no,no,sin mascotas,si,si,si,si,relajado,rock,no,pelis,no
2321,tarde,nocturno,silencioso,preparatoria,no,no,si,sin mascotas,si,si,si,si,ordenada,electronica,no,salir,si
2322,mañana,nocturno,silencioso,preparatoria,si,no,no,sin mascotas,no,si,no,no,relajado,salsa,no,salir,no
2323,tarde,madrugador,ruidoso,universidad,no,no,no,sin mascotas,si,si,si,si,ordenada,rock,no,pelis,no
2324,tarde,madrugador,silencioso,secundaria,no,si,si,sin mascotas,no,si,si,si,ordenada,cumbia,si,pelis,no
2325,mañana,nocturno,ruidoso,secundaria,si,no,no,con mascotas,si,no,no,no,relajado,pop,si,pelis,si
2326,tarde,madrugador,silencioso,universidad,no,si,si,sin mascotas,si,no,no,si,ordenada,pop,si,salir,no
2327,mañana,nocturno,silencioso,universidad,no,si,si,sin mascotas,no,no,no,si,relajado,electronica,si,pelis,no
2328,tarde,nocturno,ruidoso,secundaria,si,no,si,sin mascotas,no,no,no,no,relajado,cumbia,si,pelis,no
2329,noche,madrugador,ruidoso,universidad,no,si,no,sin mascotas,si,no,no,no,relajado,pop,si,salir,no
2330,noche,nocturno,silencioso,universidad,si,si,no,sin mascotas,si,si,si,no,relajado,cumbia,no,pelis,no
2331,mañana,nocturno,silencioso,secundaria,si,no,no,sin mascotas,si,si,si,si,ordenada,salsa,no,pelis,no
2332,noche,madrugador,silencioso,secundaria,si,no,si,sin mascotas,no,si,no,no,ordenada,pop,no,salir,si
2333,noche,madrugador,ruidoso,secundaria,no,no,si,con mascotas,no,no,no,si,relajado,electronica,si,pelis,no
2334,mañana,madrugador,ruidoso,universidad,si,no,no,sin mascotas,no,no,si,no,ordenada,pop,si,salir,si
2335,mañana,madrugador,ruidoso,preparatoria,no,no,no,sin mascotas,no,si,no,no,ordenada,electronica,no,pelis,no
2336,mañana,madrugador,ruidoso,preparatoria,no,si,no,con mascotas,no,no,si,si,relajado,electronica,si,salir,no
2337,tarde,madrugador,silencioso,preparatoria,no,no,si,sin mascotas,si,no,no,si,relajado,salsa,si,salir,si
2338,noche,nocturno,ruidoso,universidad,no,no,no,sin mascotas,si,no,no,no,relajado,electronica,si,pelis,si
2339,noche,madrugador,ruidoso,secundaria,si,no,si,con mascotas,no,si,si,si,ordenada,pop,no,salir,si
2340,noche,madrugador,silencioso,secundaria,si,no,si,sin mascotas,si,si,si,si,relajado,salsa,no,salir,no
2341,mañana,nocturno,silencioso,universidad,no,si,si,sin mascotas,si,si,no,si,relajado,cumbia,no,pelis,si
2342,tarde,nocturno,ruidoso,secundaria,no,si,no,sin mascotas,no,no,si,no,relajado,rock,no,pelis,no
2343,mañana,madrugador,silencioso,secundaria,si,si,si,sin mascotas,si,no,si,si,ordenada,rock,si,salir,si
